client_id,birth_number,district_id,account_id,frequency,date,order_id,bank_to,account_to,amount,k_symbol,loan_id,date,amount_1,Nduration,payments,status,trans_id,date_1,type,operation,amount_2,balance,k_symbol_1,bank,account,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,disp_id,type_1,card_id,type_2,issued
2,450204,1,2,POPLATEK MESICNE,930226,29403,QR,13943797,7266,SIPO,4959,940105,80952,24,3373,A,698,930427,VYDAJ,VYBER,11000,34285.5,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,2,OWNER,,,
2,450204,1,2,POPLATEK MESICNE,930226,29402,ST,89597016,3372.7,UVER,4959,940105,80952,24,3373,A,3530484,930430,PRIJEM,,109.5,34394.9,UROK,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,2,OWNER,,,
2,450204,1,2,POPLATEK MESICNE,930226,29403,QR,13943797,7266,SIPO,4959,940105,80952,24,3373,A,3530484,930430,PRIJEM,,109.5,34394.9,UROK,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,2,OWNER,,,
2,450204,1,2,POPLATEK MESICNE,930226,29402,ST,89597016,3372.7,UVER,4959,940105,80952,24,3373,A,281,930512,PRIJEM,PREVOD Z UCTU,20236,54630.9,,ST,66487163,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,2,OWNER,,,
2,450204,1,2,POPLATEK MESICNE,930226,29403,QR,13943797,7266,SIPO,4959,940105,80952,24,3373,A,281,930512,PRIJEM,PREVOD Z UCTU,20236,54630.9,,ST,66487163,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,2,OWNER,,,
2,450204,1,2,POPLATEK MESICNE,930226,29402,ST,89597016,3372.7,UVER,4959,940105,80952,24,3373,A,699,930527,VYDAJ,VYBER,17600,37030.9,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,2,OWNER,,,
2,450204,1,2,POPLATEK MESICNE,930226,29403,QR,13943797,7266,SIPO,4959,940105,80952,24,3373,A,699,930527,VYDAJ,VYBER,17600,37030.9,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,2,OWNER,,,
2,450204,1,2,POPLATEK MESICNE,930226,29402,ST,89597016,3372.7,UVER,4959,940105,80952,24,3373,A,3530485,930531,PRIJEM,,144.7,37175.6,UROK,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,2,OWNER,,,
2,450204,1,2,POPLATEK MESICNE,930226,29403,QR,13943797,7266,SIPO,4959,940105,80952,24,3373,A,3530485,930531,PRIJEM,,144.7,37175.6,UROK,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,2,OWNER,,,
2,450204,1,2,POPLATEK MESICNE,930226,29402,ST,89597016,3372.7,UVER,4959,940105,80952,24,3373,A,282,930612,PRIJEM,PREVOD Z UCTU,30354,67529.6,,ST,66487163,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,2,OWNER,,,
2,450204,1,2,POPLATEK MESICNE,930226,29403,QR,13943797,7266,SIPO,4959,940105,80952,24,3373,A,282,930612,PRIJEM,PREVOD Z UCTU,30354,67529.6,,ST,66487163,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,2,OWNER,,,
2,450204,1,2,POPLATEK MESICNE,930226,29402,ST,89597016,3372.7,UVER,4959,940105,80952,24,3373,A,700,930626,VYDAJ,VYBER,22400,45129.6,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,2,OWNER,,,
2,450204,1,2,POPLATEK MESICNE,930226,29403,QR,13943797,7266,SIPO,4959,940105,80952,24,3373,A,700,930626,VYDAJ,VYBER,22400,45129.6,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,2,OWNER,,,
2,450204,1,2,POPLATEK MESICNE,930226,29402,ST,89597016,3372.7,UVER,4959,940105,80952,24,3373,A,3530486,930630,PRIJEM,,159.9,45289.5,UROK,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,2,OWNER,,,
2,450204,1,2,POPLATEK MESICNE,930226,29403,QR,13943797,7266,SIPO,4959,940105,80952,24,3373,A,3530486,930630,PRIJEM,,159.9,45289.5,UROK,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,2,OWNER,,,
2,450204,1,2,POPLATEK MESICNE,930226,29402,ST,89597016,3372.7,UVER,4959,940105,80952,24,3373,A,355,930711,VYDAJ,VYBER,3200,42089.5,,,0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,2,OWNER,,,
2,450204,1,2,POPLATEK MESICNE,930226,29403,QR,13943797,7266,SIPO,4959,940105,80952,24,3373,A,355,930711,VYDAJ,VYBER,3200,42089.5,,,0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,2,OWNER,,,
2,450204,1,2,POPLATEK MESICNE,930226,29402,ST,89597016,3372.7,UVER,4959,940105,80952,24,3373,A,283,930712,PRIJEM,PREVOD Z UCTU,20236,62325.5,,ST,66487163,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,2,OWNER,,,
2,450204,1,2,POPLATEK MESICNE,930226,29403,QR,13943797,7266,SIPO,4959,940105,80952,24,3373,A,283,930712,PRIJEM,PREVOD Z UCTU,20236,62325.5,,ST,66487163,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,2,OWNER,,,
2,450204,1,2,POPLATEK MESICNE,930226,29402,ST,89597016,3372.7,UVER,4959,940105,80952,24,3373,A,497,930719,VYBER,VYBER,13145,49180.5,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,2,OWNER,,,
2,450204,1,2,POPLATEK MESICNE,930226,29403,QR,13943797,7266,SIPO,4959,940105,80952,24,3373,A,497,930719,VYBER,VYBER,13145,49180.5,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,2,OWNER,,,
2,450204,1,2,POPLATEK MESICNE,930226,29402,ST,89597016,3372.7,UVER,4959,940105,80952,24,3373,A,701,930726,VYDAJ,VYBER,10300,38880.5,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,2,OWNER,,,
2,450204,1,2,POPLATEK MESICNE,930226,29403,QR,13943797,7266,SIPO,4959,940105,80952,24,3373,A,701,930726,VYDAJ,VYBER,10300,38880.5,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,2,OWNER,,,
2,450204,1,2,POPLATEK MESICNE,930226,29402,ST,89597016,3372.7,UVER,4959,940105,80952,24,3373,A,632,930731,VYDAJ,VYBER,14.6,39068.9,SLUZBY,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,2,OWNER,,,
2,450204,1,2,POPLATEK MESICNE,930226,29403,QR,13943797,7266,SIPO,4959,940105,80952,24,3373,A,632,930731,VYDAJ,VYBER,14.6,39068.9,SLUZBY,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,2,OWNER,,,
2,450204,1,2,POPLATEK MESICNE,930226,29402,ST,89597016,3372.7,UVER,4959,940105,80952,24,3373,A,3530487,930731,PRIJEM,,203,39083.5,UROK,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,2,OWNER,,,
2,450204,1,2,POPLATEK MESICNE,930226,29403,QR,13943797,7266,SIPO,4959,940105,80952,24,3373,A,3530487,930731,PRIJEM,,203,39083.5,UROK,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,2,OWNER,,,
2,450204,1,2,POPLATEK MESICNE,930226,29402,ST,89597016,3372.7,UVER,4959,940105,80952,24,3373,A,428,930805,VYDAJ,PREVOD NA UCET,7266,31802.9,SIPO,QR,13943797,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,2,OWNER,,,
2,450204,1,2,POPLATEK MESICNE,930226,29403,QR,13943797,7266,SIPO,4959,940105,80952,24,3373,A,428,930805,VYDAJ,PREVOD NA UCET,7266,31802.9,SIPO,QR,13943797,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,2,OWNER,,,
2,450204,1,2,POPLATEK MESICNE,930226,29402,ST,89597016,3372.7,UVER,4959,940105,80952,24,3373,A,356,930807,VYDAJ,VYBER,2900,28902.9,,,0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,2,OWNER,,,
2,450204,1,2,POPLATEK MESICNE,930226,29403,QR,13943797,7266,SIPO,4959,940105,80952,24,3373,A,356,930807,VYDAJ,VYBER,2900,28902.9,,,0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,2,OWNER,,,
2,450204,1,2,POPLATEK MESICNE,930226,29402,ST,89597016,3372.7,UVER,4959,940105,80952,24,3373,A,284,930812,PRIJEM,PREVOD Z UCTU,20236,49138.9,,ST,66487163,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,2,OWNER,,,
2,450204,1,2,POPLATEK MESICNE,930226,29403,QR,13943797,7266,SIPO,4959,940105,80952,24,3373,A,284,930812,PRIJEM,PREVOD Z UCTU,20236,49138.9,,ST,66487163,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,2,OWNER,,,
2,450204,1,2,POPLATEK MESICNE,930226,29402,ST,89597016,3372.7,UVER,4959,940105,80952,24,3373,A,493,930822,VYBER,VYBER,21286,27852.9,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,2,OWNER,,,
2,450204,1,2,POPLATEK MESICNE,930226,29403,QR,13943797,7266,SIPO,4959,940105,80952,24,3373,A,493,930822,VYBER,VYBER,21286,27852.9,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,2,OWNER,,,
2,450204,1,2,POPLATEK MESICNE,930226,29402,ST,89597016,3372.7,UVER,4959,940105,80952,24,3373,A,702,930825,VYDAJ,VYBER,1000,26852.9,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,2,OWNER,,,
2,450204,1,2,POPLATEK MESICNE,930226,29403,QR,13943797,7266,SIPO,4959,940105,80952,24,3373,A,702,930825,VYDAJ,VYBER,1000,26852.9,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,2,OWNER,,,
3,406009,1,2,POPLATEK MESICNE,930226,29402,ST,89597016,3372.7,UVER,4959,940105,80952,24,3373,A,276,930226,PRIJEM,VKLAD,1100,1100,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,3,DISPONENT,,,
3,406009,1,2,POPLATEK MESICNE,930226,29402,ST,89597016,3372.7,UVER,4959,940105,80952,24,3373,A,279,930312,PRIJEM,PREVOD Z UCTU,20236,21336,,ST,66487163,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,3,DISPONENT,,,
3,406009,1,2,POPLATEK MESICNE,930226,29402,ST,89597016,3372.7,UVER,4959,940105,80952,24,3373,A,697,930328,PRIJEM,VKLAD,3700,25036,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,3,DISPONENT,,,
3,406009,1,2,POPLATEK MESICNE,930226,29402,ST,89597016,3372.7,UVER,4959,940105,80952,24,3373,A,3530483,930331,PRIJEM,,13.5,25049.5,UROK,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,3,DISPONENT,,,
3,406009,1,2,POPLATEK MESICNE,930226,29403,QR,13943797,7266,SIPO,4959,940105,80952,24,3373,A,276,930226,PRIJEM,VKLAD,1100,1100,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,3,DISPONENT,,,
3,406009,1,2,POPLATEK MESICNE,930226,29403,QR,13943797,7266,SIPO,4959,940105,80952,24,3373,A,279,930312,PRIJEM,PREVOD Z UCTU,20236,21336,,ST,66487163,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,3,DISPONENT,,,
3,406009,1,2,POPLATEK MESICNE,930226,29403,QR,13943797,7266,SIPO,4959,940105,80952,24,3373,A,697,930328,PRIJEM,VKLAD,3700,25036,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,3,DISPONENT,,,
3,406009,1,2,POPLATEK MESICNE,930226,29403,QR,13943797,7266,SIPO,4959,940105,80952,24,3373,A,3530483,930331,PRIJEM,,13.5,25049.5,UROK,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,3,DISPONENT,,,
3,406009,1,2,POPLATEK MESICNE,930226,29402,ST,89597016,3372.7,UVER,4959,940105,80952,24,3373,A,280,930412,PRIJEM,PREVOD Z UCTU,20236,45285.5,,ST,66487163,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,3,DISPONENT,,,
3,406009,1,2,POPLATEK MESICNE,930226,29403,QR,13943797,7266,SIPO,4959,940105,80952,24,3373,A,280,930412,PRIJEM,PREVOD Z UCTU,20236,45285.5,,ST,66487163,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,3,DISPONENT,,,
3,406009,1,2,POPLATEK MESICNE,930226,29402,ST,89597016,3372.7,UVER,4959,940105,80952,24,3373,A,698,930427,VYDAJ,VYBER,11000,34285.5,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,3,DISPONENT,,,
3,406009,1,2,POPLATEK MESICNE,930226,29403,QR,13943797,7266,SIPO,4959,940105,80952,24,3373,A,698,930427,VYDAJ,VYBER,11000,34285.5,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,3,DISPONENT,,,
3,406009,1,2,POPLATEK MESICNE,930226,29402,ST,89597016,3372.7,UVER,4959,940105,80952,24,3373,A,3530484,930430,PRIJEM,,109.5,34394.9,UROK,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,3,DISPONENT,,,
3,406009,1,2,POPLATEK MESICNE,930226,29403,QR,13943797,7266,SIPO,4959,940105,80952,24,3373,A,3530484,930430,PRIJEM,,109.5,34394.9,UROK,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,3,DISPONENT,,,
3,406009,1,2,POPLATEK MESICNE,930226,29402,ST,89597016,3372.7,UVER,4959,940105,80952,24,3373,A,281,930512,PRIJEM,PREVOD Z UCTU,20236,54630.9,,ST,66487163,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,3,DISPONENT,,,
3,406009,1,2,POPLATEK MESICNE,930226,29403,QR,13943797,7266,SIPO,4959,940105,80952,24,3373,A,281,930512,PRIJEM,PREVOD Z UCTU,20236,54630.9,,ST,66487163,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,3,DISPONENT,,,
3,406009,1,2,POPLATEK MESICNE,930226,29402,ST,89597016,3372.7,UVER,4959,940105,80952,24,3373,A,699,930527,VYDAJ,VYBER,17600,37030.9,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,3,DISPONENT,,,
3,406009,1,2,POPLATEK MESICNE,930226,29403,QR,13943797,7266,SIPO,4959,940105,80952,24,3373,A,699,930527,VYDAJ,VYBER,17600,37030.9,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,3,DISPONENT,,,
3,406009,1,2,POPLATEK MESICNE,930226,29402,ST,89597016,3372.7,UVER,4959,940105,80952,24,3373,A,3530485,930531,PRIJEM,,144.7,37175.6,UROK,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,3,DISPONENT,,,
3,406009,1,2,POPLATEK MESICNE,930226,29403,QR,13943797,7266,SIPO,4959,940105,80952,24,3373,A,3530485,930531,PRIJEM,,144.7,37175.6,UROK,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,3,DISPONENT,,,
3,406009,1,2,POPLATEK MESICNE,930226,29402,ST,89597016,3372.7,UVER,4959,940105,80952,24,3373,A,282,930612,PRIJEM,PREVOD Z UCTU,30354,67529.6,,ST,66487163,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,3,DISPONENT,,,
3,406009,1,2,POPLATEK MESICNE,930226,29403,QR,13943797,7266,SIPO,4959,940105,80952,24,3373,A,282,930612,PRIJEM,PREVOD Z UCTU,30354,67529.6,,ST,66487163,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,3,DISPONENT,,,
3,406009,1,2,POPLATEK MESICNE,930226,29402,ST,89597016,3372.7,UVER,4959,940105,80952,24,3373,A,700,930626,VYDAJ,VYBER,22400,45129.6,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,3,DISPONENT,,,
3,406009,1,2,POPLATEK MESICNE,930226,29403,QR,13943797,7266,SIPO,4959,940105,80952,24,3373,A,700,930626,VYDAJ,VYBER,22400,45129.6,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,3,DISPONENT,,,
3,406009,1,2,POPLATEK MESICNE,930226,29402,ST,89597016,3372.7,UVER,4959,940105,80952,24,3373,A,3530486,930630,PRIJEM,,159.9,45289.5,UROK,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,3,DISPONENT,,,
3,406009,1,2,POPLATEK MESICNE,930226,29403,QR,13943797,7266,SIPO,4959,940105,80952,24,3373,A,3530486,930630,PRIJEM,,159.9,45289.5,UROK,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,3,DISPONENT,,,
3,406009,1,2,POPLATEK MESICNE,930226,29402,ST,89597016,3372.7,UVER,4959,940105,80952,24,3373,A,355,930711,VYDAJ,VYBER,3200,42089.5,,,0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,3,DISPONENT,,,
3,406009,1,2,POPLATEK MESICNE,930226,29403,QR,13943797,7266,SIPO,4959,940105,80952,24,3373,A,355,930711,VYDAJ,VYBER,3200,42089.5,,,0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,3,DISPONENT,,,
3,406009,1,2,POPLATEK MESICNE,930226,29402,ST,89597016,3372.7,UVER,4959,940105,80952,24,3373,A,283,930712,PRIJEM,PREVOD Z UCTU,20236,62325.5,,ST,66487163,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,3,DISPONENT,,,
3,406009,1,2,POPLATEK MESICNE,930226,29403,QR,13943797,7266,SIPO,4959,940105,80952,24,3373,A,283,930712,PRIJEM,PREVOD Z UCTU,20236,62325.5,,ST,66487163,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,3,DISPONENT,,,
3,406009,1,2,POPLATEK MESICNE,930226,29402,ST,89597016,3372.7,UVER,4959,940105,80952,24,3373,A,497,930719,VYBER,VYBER,13145,49180.5,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,3,DISPONENT,,,
3,406009,1,2,POPLATEK MESICNE,930226,29403,QR,13943797,7266,SIPO,4959,940105,80952,24,3373,A,497,930719,VYBER,VYBER,13145,49180.5,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,3,DISPONENT,,,
3,406009,1,2,POPLATEK MESICNE,930226,29402,ST,89597016,3372.7,UVER,4959,940105,80952,24,3373,A,701,930726,VYDAJ,VYBER,10300,38880.5,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,3,DISPONENT,,,
3,406009,1,2,POPLATEK MESICNE,930226,29403,QR,13943797,7266,SIPO,4959,940105,80952,24,3373,A,701,930726,VYDAJ,VYBER,10300,38880.5,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,3,DISPONENT,,,
3,406009,1,2,POPLATEK MESICNE,930226,29402,ST,89597016,3372.7,UVER,4959,940105,80952,24,3373,A,632,930731,VYDAJ,VYBER,14.6,39068.9,SLUZBY,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,3,DISPONENT,,,
3,406009,1,2,POPLATEK MESICNE,930226,29403,QR,13943797,7266,SIPO,4959,940105,80952,24,3373,A,632,930731,VYDAJ,VYBER,14.6,39068.9,SLUZBY,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,3,DISPONENT,,,
3,406009,1,2,POPLATEK MESICNE,930226,29402,ST,89597016,3372.7,UVER,4959,940105,80952,24,3373,A,3530487,930731,PRIJEM,,203,39083.5,UROK,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,3,DISPONENT,,,
3,406009,1,2,POPLATEK MESICNE,930226,29403,QR,13943797,7266,SIPO,4959,940105,80952,24,3373,A,3530487,930731,PRIJEM,,203,39083.5,UROK,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,3,DISPONENT,,,
3,406009,1,2,POPLATEK MESICNE,930226,29402,ST,89597016,3372.7,UVER,4959,940105,80952,24,3373,A,428,930805,VYDAJ,PREVOD NA UCET,7266,31802.9,SIPO,QR,13943797,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,3,DISPONENT,,,
3,406009,1,2,POPLATEK MESICNE,930226,29403,QR,13943797,7266,SIPO,4959,940105,80952,24,3373,A,428,930805,VYDAJ,PREVOD NA UCET,7266,31802.9,SIPO,QR,13943797,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,3,DISPONENT,,,
3,406009,1,2,POPLATEK MESICNE,930226,29402,ST,89597016,3372.7,UVER,4959,940105,80952,24,3373,A,356,930807,VYDAJ,VYBER,2900,28902.9,,,0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,3,DISPONENT,,,
3,406009,1,2,POPLATEK MESICNE,930226,29403,QR,13943797,7266,SIPO,4959,940105,80952,24,3373,A,356,930807,VYDAJ,VYBER,2900,28902.9,,,0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,3,DISPONENT,,,
